@relation marketing-10-2tra.dat
@attribute Sex integer [1, 2]
@attribute MaritalStatus integer [1, 5]
@attribute Age integer [1, 7]
@attribute Education integer [1, 6]
@attribute Occupation integer [1, 9]
@attribute YearsInSf integer [1, 5]
@attribute DualIncome integer [1, 3]
@attribute HouseholdMembers integer [1, 9]
@attribute Under18 integer [0, 9]
@attribute HouseholdStatus integer [1, 3]
@attribute TypeOfHome integer [1, 5]
@attribute EthnicClass integer [1, 8]
@attribute Language integer [1, 3]
@attribute Income integer [1, 9]
@inputs Sex, MaritalStatus, Age, Education, Occupation, YearsInSf, DualIncome, HouseholdMembers, Under18, HouseholdStatus, TypeOfHome, EthnicClass, Language
@outputs Income
@data
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 4
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 7
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 9
1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 9
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 7
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 7
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 9
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 5
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 7
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6
1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 9
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 6
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 9
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 9
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 9
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 7
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 9
1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 9
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 5
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 7
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2
1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 6
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 6
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 6
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 9
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 5
1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 5
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 6
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 7
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 5
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 7
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 9
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 7
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 7
1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3
0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8
1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 9
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 6
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 6
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 9
0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 6
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 4
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 9
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 6
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 4
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7
0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 5
1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 3
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 5
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 7
0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 9
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 8
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 7
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 7
1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 5
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 6
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 9
1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 6
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6
1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5
1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8
0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 5
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1
0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 8
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3
1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 8
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 4
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 9
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9
1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3
1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 6
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5
1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 5
1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2
